,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unique,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,c00fe3d7-4292-400b-bf1b-8aaf25d10b19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,2.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,5.0,1.0,4.0,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.6,0.8,0.8,0.3,0.8,0.8,0.3,3.6666666666666665,2.77,-1.0,-4.0,-4.0,1.0,-2.3,0.9499368686868687
std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,1.0,,2.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,5.0,1.0,4.0,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.6,0.8,0.8,0.3,0.8,0.8,0.3,3.6666666666666665,2.77,-1.0,-4.0,-4.0,1.0,-2.3,0.9499368686868687
25%,1.0,,2.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,5.0,1.0,4.0,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.6,0.8,0.8,0.3,0.8,0.8,0.3,3.6666666666666665,2.77,-1.0,-4.0,-4.0,1.0,-2.3,0.9499368686868687
50%,1.0,,2.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,5.0,1.0,4.0,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.6,0.8,0.8,0.3,0.8,0.8,0.3,3.6666666666666665,2.77,-1.0,-4.0,-4.0,1.0,-2.3,0.9499368686868687
75%,1.0,,2.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,5.0,1.0,4.0,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.6,0.8,0.8,0.3,0.8,0.8,0.3,3.6666666666666665,2.77,-1.0,-4.0,-4.0,1.0,-2.3,0.9499368686868687
max,1.0,,2.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,5.0,1.0,4.0,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.6,0.8,0.8,0.3,0.8,0.8,0.3,3.6666666666666665,2.77,-1.0,-4.0,-4.0,1.0,-2.3,0.9499368686868687
